"ID","GSM3235666","GSM3235669","GSM3235720","GSM3235723","GSM3235755","GSM3235758","GSM3235764","GSM3235767","GSM3235877","GSM3235880","GSM3235886","GSM3235888","GSM3235894","GSM3235897","GSM3235903","GSM3235906","GSM3235912","GSM3235915"
"AC006030.1",4.002561739,4.010808859,3.988104841,3.866086311,4.052238757,4.065539383,3.793109577,3.71073366,3.699234338,3.763853111,4.002888985,4.010729946,4.124390189,3.675355199,4.342274279,4.356810235,4.001153052,3.862869364
"AC006453.2",6.33248612,6.899172782,6.457159887,6.725290291,7.713269625,8.204922699,8.640750663,8.727532422,8.307977536,8.117665879,8.026461005,8.613487474,5.894837719,6.74520397,7.137555324,7.366233566,5.283524138,5.868729516
"AC006978.1",5.239320654,5.799005097,5.261709879,6.267197942,5.740377828,5.751975369,7.118334653,6.975681428,6.396346353,6.67419091,4.567303586,4.85081151,5.494131781,5.949500639,5.679898149,5.615728238,6.087187508,5.945256486
"AC007192.1",4.881827303,4.985923283,4.360588374,4.910979708,5.086206978,5.182144788,6.466181324,6.406325971,5.558070736,5.241412787,4.21462282,5.183401901,4.758139371,4.835953624,5.539414593,5.484889168,5.48628997,5.582441724
"AC007292.2",4.167377619,3.872966348,4.040746407,4.268643587,4.008030787,4.028450269,4.021214002,4.307500837,4.042139881,3.772152453,4.053756795,4.566950652,3.954008843,4.371378469,4.188719378,3.946369323,4.21142068,3.967003286
"AC007318.1",12.10548728,11.82001169,12.05485551,11.82866688,12.09836234,12.02290953,11.82938587,11.8498651,11.79023808,11.88062429,11.96357213,11.87377965,11.90171665,12.27507435,12.29545297,12.27727013,12.10687206,11.94500051
"AC007359.1",3.368488691,3.399713509,3.515440997,3.679203067,3.94550831,3.4375155,3.604991815,3.534920036,3.597591527,3.589501947,3.403809958,3.423629971,3.639176089,3.428636774,3.768169261,3.865362889,3.635722206,3.624004608
"AC007389.3",4.494347639,4.906006709,4.380739155,4.29639407,4.39183662,4.470860407,4.622498445,4.481145833,4.16295422,4.026832053,4.718895519,4.768307295,4.640626421,4.89573633,4.379200931,4.098366798,4.107694317,4.514480323
"AC007405.1",3.711178142,3.698906788,3.737898395,3.652426075,3.627449407,3.655563536,3.776215246,3.820125177,3.616241313,3.611808954,4.051981564,3.976819525,3.754654264,4.042560352,3.713977515,3.618226277,3.833824065,3.717560235
"AC007490.1",5.9528106325,6.2171508915,6.8768639145,6.3450234945,3.1421875725,3.4068594905,3.282208239,3.2643946925,3.361548047,3.339860826,3.480037016,3.4448019185,3.7513287525,3.5287725665,3.4055382975,3.4106505765,3.3818398975,3.2775030415
"AC007613.1",3.416651247,3.565850699,3.70460246,4.025615423,3.461936948,3.746884834,3.601026311,3.426432205,3.758213911,3.593230457,3.958056486,4.590185279,3.753787218,3.793058838,3.432707109,3.397478947,3.950515189,4.173085128
"AC007731.1",6.565887652,6.383140223,7.48662631,7.471820167,7.36039062,6.980736779,7.520158772,7.326190767,6.132438831,6.416602373,7.172046904,6.990234755,7.235148854,6.818542937,6.55517867,6.787895613,7.677785791,7.769187966
"AC007876.1",3.646585221,3.823345037,3.899194635,3.913843061,3.519978474,3.791321281,3.994027631,3.939581712,3.57522047,3.988788655,3.563322723,3.527910158,4.188680109,4.623992881,3.737112713,3.638661555,3.589920778,3.843958295
"AC007906.2",4.326834959,4.222266418,3.75250063,4.096190777,3.822878412,3.99759629,4.359112224,3.925306926,3.927950117,4.052190037,3.931004941,4.760646739,4.145176435,4.002562132,4.13933112,4.217199373,4.068848202,4.075286002
"AC007952.2",3.701613656,4.070285068,3.704808304,3.474662717,3.903015007,3.503586981,3.735704023,3.945242014,3.966861132,3.671711386,3.57210659,3.676613345,3.56225285,3.399407711,4.0041804,4.269538752,3.608323588,3.549821099
"AC007967.1",4.647329342,4.679011563,3.87221005,4.205251509,4.233146355,4.6273692,4.639571099,4.60156501,4.152224999,4.210052031,3.934350505,4.554690495,4.259709985,3.973746722,4.870378073,4.620978062,4.433428195,4.632258789
"AC008080.1",4.367035575,4.459623214,3.940710382,4.298028075,4.42216022,4.715637464,4.502774725,4.453568239,4.184137356,4.350281112,4.065283374,4.202459762,4.350687199,3.88833582,4.598131606,4.01149409,4.525732877,4.546001923
"AC008267.1",3.783049612,3.659450838,3.828461128,3.912332987,3.74484303,3.589780862,3.614588651,3.53588236,3.620950012,3.711226476,3.949208641,3.884601889,3.800313033,3.995969685,3.90930077,3.770736098,3.672160507,3.704958478
"AC008397.2",5.07142386966667,5.050258045,4.98093627366667,4.959084421,5.12514623333333,5.19274508933333,5.210576313,5.30704158666667,5.09834808366667,5.182550759,5.191669579,5.36658827833333,4.86946695666667,5.19789413833333,5.11910896833333,5.209066861,5.32357357333333,5.23702206766667
"AC008403.1",4.053953273,4.160903743,3.861350628,4.092035928,4.15549796,4.029407091,4.418609712,4.786715372,4.213948166,3.773382646,3.783363613,4.049712672,3.814243966,4.168272766,3.8703458,4.205754518,4.238799177,3.927379531
"AC008443.1",4.9622106515,5.2752707345,5.724996986,5.8859325615,5.486488766,5.9546431,5.1509215275,5.41004077,4.7964123565,5.6425851425,6.0427929415,6.2180361735,6.147799188,6.5522346805,6.0072679925,6.486486161,5.8852027005,6.5658514915
"AC008443.3",3.694663448,4.035467027,3.986376708,3.54188985,3.713866844,3.556683462,3.836466504,3.437737937,3.60499248,3.733623462,4.162165204,3.98308634,3.384695987,3.884784348,3.566888987,3.604912394,3.560716454,3.412782041
"AC008569.1",10.72830305,10.40147106,10.14670476,9.07126059,10.22635928,10.03515862,10.02325851,10.0380284,10.7721122,10.85269776,10.32962689,9.991325154,10.86667735,9.916128793,11.25437097,11.18569948,10.391788,10.3322284
"AC008575.1",10.21344563,9.902253216,9.67861851,9.304260386,10.53126557,10.4528045,9.591564611,9.557933845,10.18184551,10.24581757,9.749981468,9.650065569,10.24848757,10.14749683,10.61454391,10.53835413,10.46647408,10.42441076
"AC008738.7",6.351125837,6.080553203,5.25506782,4.964321783,4.666996061,4.908852879,4.283776835,4.154833764,5.102662862,5.771657773,4.474371933,4.733072919,5.235624806,5.294477049,5.652474042,5.364401136,5.639132495,5.644493022
"AC008760.2",3.707093755,3.847521455,4.170231155,5.028481384,3.573387744,3.575249521,3.584674773,3.586343719,3.811564931,3.578309838,3.734835541,3.917052018,3.810359874,3.612338704,3.485964006,3.768243668,3.78279261,3.477511584
"AC008764.10",3.504336677,3.744971641,3.599358243,3.76586346,3.682377209,3.708050571,3.703190145,3.804886136,3.494855823,3.336094325,3.758135365,3.67640172,3.409563391,3.523074384,3.402228524,3.808586536,3.441434813,3.621992523
"AC008870.1",8.198085447,8.091489554,8.613304769,8.230746948,7.457743701,7.430580476,7.682040087,7.47337741,8.046053596,7.894971668,7.907510892,7.960973459,7.607181711,7.355598998,8.419405345,8.265541402,8.170862332,7.898364505
"AC009021.2",4.027597574,4.353553337,3.709383184,3.857102491,3.744933738,4.01536674,4.072829782,3.923794328,4.153752044,3.861135055,4.334882778,4.856305525,4.245517811,4.217920664,4.164731662,4.161433986,3.922687984,3.95204826
"AC009052.1",9.557368579,9.849107265,9.646941989,9.62140232,8.833790089,8.674922432,8.369677591,8.410064847,8.862457424,8.782877416,9.02725492,8.952931105,9.306736323,9.132014326,9.723164337,9.78513769,9.022406008,8.74788763
"AC009084.1",6.388209306,6.547418099,5.60727632,6.488206272,6.375572021,6.804591204,6.591294474,6.846281365,6.925561268,6.792862349,6.280929121,6.536911612,6.939632481,7.535437024,7.59702634,7.930717383,6.874729374,6.74806943
"AC009237.3",3.498762127,3.825432685,4.687217951,4.095778942,5.555037209,5.684440553,6.999006928,7.157440415,4.819232618,4.454295145,4.726667252,5.647104284,3.900117411,4.23481026,4.355866514,4.704762079,4.391493813,4.323823972
"AC009245.1",12.85019293,12.88138768,12.79391634,12.63777367,13.00764401,13.05516364,12.65314102,12.73056293,12.93733179,13.00848485,12.93868542,13.06033159,12.91434504,12.7738335,13.04406865,13.04776051,12.91729523,12.91392179
"AC009283.1",4.758955841,5.245090681,4.462642819,4.954818851,4.476510797,5.069444647,4.497521599,4.61412843,4.886204137,5.086958384,4.797833182,4.659729274,3.98754808,5.027991492,5.033056187,5.363724291,5.305747556,6.05081566
"AC009303.4",4.751154871,4.987831527,4.611588677,4.913888474,4.904175254,5.216864414,4.48646318,4.750655347,4.759847352,4.703054032,5.379103445,6.148215218,5.207680261,5.259264303,5.041124456,4.526703788,6.131618911,5.94779793
"AC009779.3",8.974720725,9.540546975,8.557065752,8.957230616,7.727873676,7.867177361,9.007072591,9.144390245,8.756566,8.778669949,8.305878582,8.313220236,9.395289873,9.409206486,8.654905247,8.793302142,8.288203677,8.646561879
"AC009879.2",10.47268693,9.824269368,9.698531132,8.160080463,10.15218124,9.859216981,9.007382248,9.015372922,9.448206645,9.116896124,10.17783713,9.841940053,9.959113503,8.19649876,9.865856013,9.795092286,9.657950038,8.913464681
"AC009951.4",3.235059529,3.393707555,3.390722897,3.331251434,3.172665612,3.32900081,3.333660657,3.088272291,3.438591782,3.425104366,3.243189816,3.559409162,3.353482867,3.358213215,3.507873454,3.313827901,3.311968266,3.210191779
"AC010132.3",7.48484480433333,7.45105795533333,8.330898647,8.093220909,7.52906710666667,7.490572257,8.06478395566667,7.97728312666667,7.94645328566667,8.139598696,8.130087687,8.240243843,8.24404485233333,8.30568023433333,7.49586599133333,7.55436391333333,8.36049923,8.51407030666667
"AC010300.1",3.945578446,3.805549041,3.704862603,3.722880205,3.506897203,3.83274348,3.896916278,3.572606855,3.518291991,3.685986342,3.523471039,3.826373713,3.635434114,3.683907543,3.722880205,3.640687605,3.714261782,3.888314807
"AC010306.1",5.00514897,4.628408491,4.913348551,4.776789011,5.294740367,4.645201605,4.963450403,4.683112188,4.323318852,4.490817277,5.202506159,4.777763574,4.734406137,5.106649952,4.702243724,4.820736801,4.60962952,4.562191268
"AC010323.1",8.598074208,8.662648412,8.163439537,8.317957849,8.324648029,8.205053686,8.544312965,8.346834624,8.869535262,8.754602934,8.745470309,8.909394701,8.342185303,8.372118376,8.655201215,8.973071994,8.468533211,8.323700094
"AC010327.6",7.421939364,7.247748366,7.221590366,6.538448749,6.215609742,6.446970823,7.103793291,7.335375022,7.317031526,6.848262015,6.505284558,6.421723882,6.746678748,6.313912313,6.969528918,6.720912045,6.442378241,6.247678456
"AC010343.1",11.91260644,11.97074515,12.453086,12.58335373,11.98401063,12.19389082,12.18225694,12.29664519,12.20456409,12.23340374,12.08007089,12.22665877,11.84839343,11.69905585,12.20860803,12.18100026,12.35112343,12.37417743
"AC010422.3",6.276184207,6.657249017,6.302225488,6.978739349,7.077998562,7.448019197,7.877723373,8.160955963,7.950519816,8.113121444,5.44156823,5.353029026,7.220532006,8.104713912,6.162893185,6.140384846,7.220086932,7.038815689
"AC010422.8",8.367858164,8.2681744335,8.44186141,8.35420248925,8.4718432485,8.3602506855,8.63550482375,8.68940918,8.28593831775,8.26834245225,8.59571193475,8.50344992825,8.77027274,8.647427892,8.2215222805,8.3233687415,8.1696301685,8.12418422675
"AC010533.1",4.703593205,4.660015757,4.275879487,4.351028232,4.704105343,4.220069481,4.664803241,4.694898104,4.482197875,4.823248602,4.591702968,4.798495386,4.321585421,4.508787379,4.388850788,4.39245093,4.361088707,4.327840834
"AC010542.4",7.962205863,8.314050446,7.691009247,7.78198376,8.155058358,8.56771524,8.144857855,8.435049641,8.030962848,7.761791656,8.14374633,8.560764009,7.588578887,7.737401419,8.384099347,8.576479517,8.361245751,8.297576505
"AC010619.1",3.514445466,3.568355512,3.899532044,3.969752283,3.523275629,3.777972491,3.964843913,4.022093897,4.25995631,5.027962459,3.87992117,4.743585029,4.002444303,3.800959942,3.934246964,3.862128832,3.602441178,3.694501867
"AC010619.2",3.643689715,3.678042954,3.282087851,3.482600945,3.569857314,3.601759342,3.949595063,4.341811632,4.567441691,4.187512915,3.615241775,3.720401567,3.607223219,4.097383155,3.752368059,3.34647969,3.685268498,3.638354064
"AC010729.2",4.014722173,3.894246652,3.663468338,3.951815595,5.157817191,4.90972719,3.909055787,3.95034996,3.779616084,3.750026246,3.882117302,4.183829844,3.863649688,4.057259033,3.924202433,3.955068507,4.063389103,3.945895761
"AC010834.1",4.291679068,4.112230426,4.733541746,4.183386933,4.361398253,4.318135311,4.14219916,4.043500261,4.480798418,4.384124475,4.127375254,4.002501577,4.002778387,4.013245633,4.204308828,4.267409676,4.190864343,4.289923165
"AC010931.3",5.540666292,5.895847745,3.961992529,4.276246297,5.397689068,5.964061836,3.875472581,4.386328347,4.97213976,4.788962697,5.040145191,5.131961467,4.867097099,5.794342523,4.528792469,4.65024576,4.088879771,4.249907067
"AC010973.2",7.771638119,7.6967619845,7.9374443705,7.4066093695,7.138850424,7.1866992015,8.142865171,8.27543686,7.1930176415,6.993497594,7.229420434,7.1630188155,6.8325587895,6.8514366755,7.6855592645,7.678443877,7.653299953,7.733303488
"AC011369.2",3.485441726,3.568564556,3.155418511,3.308480078,3.71513783,3.349298602,3.332599861,3.54295352,3.810276216,3.517304084,3.692105935,3.268685559,3.537928824,3.379466395,3.325775738,3.397726543,3.645301537,3.660535409
"AC011448.1",10.04406985,10.24273095,10.13926359,10.45056422,10.10764067,9.956877185,10.76427746,10.68552662,10.75132545,10.6529111,10.27466727,10.46112016,10.71779062,10.91255202,10.02670249,10.18269317,10.8249206,10.81200336
"AC011455.2",7.27683628,6.788688677,5.079404878,5.014501872,5.675324554,5.713362385,4.97498131,4.936767797,5.904840854,5.410482378,4.855073655,5.011303717,5.728815028,5.88077985,5.983269431,6.047971956,6.151415501,5.926699515
"AC011462.2",7.803114349,8.180618201,7.275530208,7.736917066,6.932813188,7.315467101,7.136856968,6.729309154,7.333174645,7.237570813,7.038700388,7.421602308,7.387257592,7.940075764,6.280788725,6.244486371,5.665299103,5.785030573
"AC011466.4",3.897955379,4.13352809,3.965204051,4.265357696,3.815770071,4.027802743,3.982161112,3.991416531,4.082931963,3.703783344,4.179359253,3.984048344,4.423928351,4.093286271,4.284953891,4.47737169,4.445194698,4.655082398
"AC011473.4",4.387568138,4.359426579,4.567742984,5.398320678,4.251508411,4.02899581,4.301493126,4.119410388,4.332028405,4.534100314,4.420842467,4.584117578,4.679252108,4.050491941,4.389395599,4.472581098,4.778451112,4.373691303
"AC011477.9",4.248767091,4.041655193,3.722523085,4.217405976,3.917245256,4.126051219,4.061313336,4.375276408,4.397536453,4.36404761,4.204381927,4.278194139,3.956421159,4.110334788,3.982462681,3.952871793,4.022082224,3.96344017
"AC011479.3",3.698500821,4.16235095,3.621927341,3.951338185,3.869689301,3.758103012,3.732227316,3.810011126,3.579309207,3.912079882,3.928102216,4.049639802,3.802871319,3.903511824,4.0727462,3.744932627,3.915484222,3.683852261
"AC011481.3",4.7951959205,4.6224747275,4.4806461115,5.406993694,5.437084802,5.674922642,6.950309933,7.383470578,4.724078234,4.835865933,5.141614536,5.580076616,4.488983522,4.345274455,4.697166913,4.539135398,6.22783337,6.712137394
"AC012074.1",3.777816986,4.16310562,3.76488344,4.003006718,4.123333356,3.688045235,3.931772939,4.116749566,3.932214263,3.748484565,3.640795777,3.546207618,3.889462916,4.46809257,3.789725052,4.309547817,3.749104558,3.872917575
"AC012184.2",7.86780302766667,7.63901850733333,7.93840578766667,7.559528928,7.79930788433333,7.63099456133333,6.997631213,6.84598451533333,7.76160001533333,7.69433997266667,8.599866932,8.662697389,8.117480607,7.92887776733333,7.79121908433333,7.566470531,7.843709472,7.62378148466667
"AC012186.2",11.12974724,11.24502605,10.82525127,11.38595931,10.98252995,11.1540239,10.59998646,10.6793328,10.37202137,10.8810807,10.95796122,11.35363977,11.01463116,11.45807861,10.86106414,11.15228463,10.62611743,10.97071054
"AC012213.5",9.257641738,8.479546005,9.237287756,8.28083033,9.945054793,9.807936726,8.691204423,8.567067937,9.18331584,9.012673901,10.11724072,9.844296369,9.907370127,8.77664934,9.282936038,9.147960089,8.634922112,8.155209545
"AC012531.2",4.746213177,4.273818017,3.990439619,4.364141723,4.777064167,4.69636074,4.602772166,4.741088107,4.447794188,4.637271759,4.548821734,4.089260628,4.575682753,4.286182633,4.402731885,4.61149493,4.882631496,4.928392
"AC013391.3",3.837894091,4.042754872,3.83929984,4.006871929,3.917264857,3.698908575,3.667067359,3.840541336,3.973720077,4.076424112,3.991216283,3.769121258,3.81306832,4.209050303,3.985377346,3.93255721,3.641678216,4.109652319
"AC013486.1",3.630201255,3.601331659,3.896750327,3.64564539,3.685511571,3.501388737,3.83040834,3.778833866,3.835201647,3.61581751,3.721407164,3.531599157,3.228524857,3.66218165,3.387681815,3.687326909,3.733072974,3.698578668
"AC013489.1",9.167381122,8.766819653,8.866201645,8.270893771,8.322089043,7.976736408,7.386970582,7.272192134,8.790353084,8.739259466,8.382374851,7.992714786,9.012558132,8.382160387,9.089808751,8.639738198,8.113490572,7.625631822
"AC015813.2",10.7096898413333,10.249509485,10.4520011846667,9.448004083,10.712838988,10.3422041263333,9.85093694966667,9.41301363733333,10.1090832476667,10.1135749563333,10.7386694953333,10.4354905226667,10.6930563383333,9.91096945766667,11.03048663,10.8530460546667,10.7845825706667,10.6544962043333
"AC015871.1",5.520259,5.7553419865,5.2579865685,5.0144307005,5.006275726,5.0103978895,4.5650421355,4.5633897965,5.4648072285,5.614651759,5.5558658895,5.787633124,5.5548380005,5.7201540425,5.0551342035,4.7938492345,6.428156907,5.9487472695
"AC015871.6",3.987625863,3.884138205,4.000633733,3.931573307,3.973366007,3.880012085,4.043695324,3.782069644,3.729924507,3.730529642,4.145464416,4.092719567,3.900117411,3.953599138,4.151314542,3.80486384,3.921686192,3.747043067
"AC016026.1",6.354949362,5.981358122,6.706291596,6.815628015,5.724376353,5.808302136,6.083865451,5.733772478,6.013042412,5.845228473,5.111173856,5.100649096,5.613240854,5.173374132,5.391592093,5.718890609,6.293652726,6.499164322
"AC016394.2",4.845437582,4.74982492,4.397625481,4.330559607,5.152382865,4.700052126,4.569879116,4.052839639,4.651603699,4.184303458,5.450887892,5.811495825,4.849674717,4.61308497,4.918528655,4.800567473,5.730714459,4.996633201
"AC016397.2",4.625855844,4.204513183,4.361768958,3.751128897,5.237102361,5.522561609,6.814339996,6.699242145,4.896355205,4.374243564,4.163522568,4.233578339,4.420411612,3.933849787,4.645788268,5.044461634,4.618250099,4.609117441
"AC016596.3",13.63431834,13.62355253,13.61311361,13.52732771,13.56226952,13.60340717,13.64588059,13.649268,13.80591883,13.75315715,13.65050172,13.72172343,13.70689912,13.68774019,13.70789245,13.71748743,13.5615461,13.56732368
"AC016739.1",13.44646117,13.50909028,13.36193175,13.36755917,13.24422469,13.33896295,13.298893,13.31205012,13.58806611,13.55461674,13.3627472,13.37913333,13.29114374,13.34708113,13.40431918,13.41347058,13.33159659,13.33039834
"AC016876.2",12.9170059,12.64786707,12.621198965,11.78127214,12.658730205,12.49558943,12.117312635,12.04513566,12.656967135,12.494379285,12.573462285,12.392307875,12.65506417,11.84654062,13.06430452,12.993416805,12.220340165,12.0883538
