"ID","GSM3235666","GSM3235669","GSM3235720","GSM3235723","GSM3235755","GSM3235758","GSM3235764","GSM3235767","GSM3235877","GSM3235880","GSM3235886","GSM3235888","GSM3235894","GSM3235897","GSM3235903","GSM3235906","GSM3235912","GSM3235915"
"MYH2",3.455499565,3.655007659,3.799681297,3.727953277,3.434365866,3.647696285,3.466158606,3.361493868,4.010344236,4.105241069,3.459122353,3.582773686,3.730517953,3.527249229,3.361765145,3.426929328,3.742854174,3.478605321
"MYH3",3.612633694,3.691764931,3.659369196,3.447539759,3.489975786,3.5674129,3.201008306,3.408970621,3.471510894,3.669639472,3.634336046,4.261494098,3.71505051,3.403987747,3.285048388,3.746089487,3.28139501,3.386910711
"MYH4",3.537548557,3.659652198,4.370978457,3.35651396,3.573867177,3.35752724,3.554019977,3.346090676,3.669859057,3.891441994,4.105805891,4.610751513,4.087022308,3.975956709,3.457206656,3.614709337,3.544008292,3.791583718
"MYH6",3.6288126295,3.4188443755,3.786868856,3.8111815625,3.687324874,3.6886958055,3.542201779,3.944717421,3.6192685405,3.4098693695,3.6765463365,3.663500324,3.7266292705,3.8352067275,3.7363191405,3.6249545365,3.6038691245,3.5684742115
"MYH7",3.535707286,3.764189825,3.521316166,3.553971528,3.800050619,4.207373285,3.930233042,4.078983551,3.952438236,3.708183595,3.625362313,3.566702277,3.52127836,3.388473878,3.945469516,4.031712612,3.879037298,3.564610373
"MYH7B",3.560302278,3.689953808,3.5765283,3.412173943,3.408239463,3.382730505,3.742506249,3.760338611,3.509674627,3.455952952,3.256120441,3.580248265,3.242302362,3.266202354,3.597181084,3.39871374,3.491129992,3.339194398
"MYH8",3.6682846295,3.5901477765,3.645581689,3.732809295,3.5927023085,3.518114632,3.56858171,3.5501123515,3.607408696,3.649540159,3.7190961475,3.596067953,3.7756172775,3.843597323,3.666515954,3.548262886,3.546460532,3.6078789275
"MYH9",7.995677391,7.742810839,8.400237824,8.398311925,9.179873987,9.203961177,9.185163206,9.126206782,8.365914514,7.905841734,7.143282313,7.063984065,8.686869054,8.453260562,7.368340555,7.256230991,7.59158946,7.542059148
"MYL1",3.711879132,3.812890425,3.37811547,4.444626982,3.755393168,3.692912764,3.688533979,3.835808897,3.82653888,3.737956326,3.926136015,4.353808085,4.070872486,3.772933099,3.87200729,3.930738847,3.793461898,4.011451061
"MYL10",4.0622252515,4.3064036895,4.17506059,4.011932036,3.9896533025,4.2535382155,4.205693297,4.2041439515,4.5856109855,4.2932004265,4.657759321,4.181021669,4.0437275785,4.2571674995,4.0074575905,4.0602344695,4.232246766,4.3370228375
"MYL12A",11.18588143,11.10035135,11.5514132,11.74287132,12.56215948,12.57570698,11.70240457,11.6737915,11.8141183,11.7572207,12.08306171,12.09429598,11.75148417,11.86732273,11.12100164,11.01846588,12.16870813,12.05816469
"MYL12B",12.00463326,12.08431451,12.18677966,12.50768772,13.0426659,13.08443978,12.44188445,12.40790345,12.69352422,12.58113782,12.76501717,12.68585042,12.48036036,12.72121379,11.71921624,11.61293485,13.00068903,12.9041076
"MYL2",3.628768879,3.83975006,4.403799238,3.98303426,3.681244007,3.715682001,3.681777225,3.635939613,3.598718998,3.802718858,3.696388133,4.160834442,3.887704106,3.871058325,3.848691423,4.174098477,3.676640744,3.469059219
"MYL3",4.299929048,4.135669749,4.381604715,4.341183467,4.356264942,4.143905677,4.288165509,4.374331018,4.550851333,4.015806443,4.388436197,4.362007312,4.165549095,4.475597112,4.46582977,4.288188325,4.3731684,4.23147674
"MYL4",4.321626247,4.41069653533333,4.53585868533333,4.743544491,4.36907730833333,4.25023348433333,4.344112413,4.59302433833333,4.70712874133333,4.38869582966667,4.34957093533333,4.58367803533333,4.541953139,4.39952902666667,4.28903288033333,4.368580001,4.354119545,4.425260572
"MYL5",6.271856514,6.480579704,4.90598859,5.557807864,5.046379228,5.193253968,5.201961396,5.228843148,6.999425255,6.971872784,5.746694831,5.812349005,7.308865745,7.959594599,5.837381628,5.864369082,6.111847623,6.65696327
"MYL6",8.777857287,8.7723833195,8.681290583,8.908917618,8.638219313,8.687488975,8.892375632,9.00261955,9.127347366,8.90101784,8.9003858855,9.023868716,8.6668213055,8.6998211375,8.4780900315,8.323541564,8.620005361,8.6039429825
"MYL6B",8.037495638,8.462563701,8.161078158,8.248050877,8.750911394,8.541035727,9.314226685,9.591540785,8.22231825,8.419537437,9.001403115,9.332106496,7.836868596,8.422798706,8.183366136,8.406809086,9.324200958,9.389790511
"MYL7",3.661834697,3.912026076,3.675085605,3.4625083,3.59295902,3.610077179,3.437114827,3.86714894,4.606764126,4.728139351,3.535905754,4.030996711,3.251237966,3.655593666,3.873506223,3.459517712,3.879987986,3.571509922
"MYL9",4.157477147,3.498214532,8.362295601,8.244829148,8.837200157,8.57516597,9.466316752,9.394656618,10.14910731,9.568790267,6.913157649,5.85992725,3.62341918,3.882172295,3.451569428,3.555528135,6.565260968,6.630971398
"MYLIP",5.403004982,5.161268491,4.173703785,4.546245382,5.422513046,5.22324984,6.598874054,5.985556734,5.152805771,4.795761804,5.198481335,4.701238212,5.917684499,6.591284626,5.29688918,5.245539124,4.593181111,4.572593173
"MYLK",7.836245744,8.376144576,5.784003737,5.960279419,8.869814238,9.022473778,10.03690653,9.096948762,7.353519697,7.496061905,5.506784347,5.118010101,4.788566653,5.0263303,4.830459207,5.298003285,4.979590667,5.30459507
"MYLK3",3.720386533,3.548402567,3.781234948,3.513301725,3.621961347,3.541897226,3.522266437,3.668814385,3.61538305,3.392957612,3.499736871,3.754311156,3.421582767,3.752003081,3.56298243,3.436677175,3.873540749,3.561011908
"MYLPF",4.379711309,4.207457684,4.178302734,4.227519121,4.565359007,4.462030286,3.967198935,4.478097878,4.42886017,4.020417612,4.306282582,3.909838995,4.048881104,4.234199951,4.460211869,4.071138721,4.3613237,4.43958857
"MYMX",3.919453033,3.711395498,3.855108019,3.694075505,3.691581344,4.02450095,3.860615255,4.245106507,4.217448543,3.943214282,3.92399685,3.911256558,3.675278762,3.892255899,4.184168899,3.809018339,3.891262994,3.725593725
"MYNN",6.563109096,6.272325229,6.304771979,5.7400534,6.66571996,6.326410423,7.100709943,7.118205306,7.191072663,7.285470873,7.417594818,7.110127518,7.803491763,7.296092234,6.417948749,6.361716351,6.507477848,6.459245404
"MYO10",8.074803827,8.2270863625,8.3319109365,7.9993067225,9.0119904445,9.040408847,7.863166902,7.709243648,7.230182278,6.983259812,6.2811752605,6.2921960815,7.9857438845,7.525325359,7.599136434,7.70403129,4.216991492,3.730188093
"MYO15A",3.840959832,3.671106368,3.93278699,3.913713237,3.977086594,3.712961043,3.763341268,3.70459105,3.613781723,3.779524416,3.860061323,3.850520456,4.005744465,4.730468187,4.017020714,4.15675325,3.597291887,3.77204811
"MYO15B",6.1135459515,7.476338234,3.9627695965,3.8424716675,4.0338448865,4.098718421,3.999243742,4.3162493,4.1350296515,3.9275630365,4.0685777365,3.7148036865,4.1166683165,3.9645989645,4.199999396,4.210966926,4.0553078015,4.6353563485
"MYO16",4.377697582,4.276967177,4.410038185,4.450495298,4.21101907,4.150946124,4.152861249,4.215998211,4.550270348,4.556826678,4.29130993,4.25918502,4.259505764,4.494304919,4.340361963,4.515330447,4.439900175,4.613134341
"MYO19",6.526614462,5.796694161,7.318583669,5.699777433,5.596883067,5.728048676,4.715558072,4.614605268,5.980815856,5.673366077,5.733701934,5.195231512,6.808233145,5.762853493,6.592311404,6.294422718,6.197035515,5.791386347
"MYO1A",4.197561991,5.268472554,3.789610008,3.732256574,3.93772318,3.872950323,3.784843914,3.867331251,4.01301661,3.773794159,4.388542473,3.860696701,3.74132921,4.026279742,3.891071905,3.926605874,4.165657102,3.899074893
"MYO1B",7.95950939433333,7.99777985966667,7.40703252766667,7.68962031866667,7.202813222,6.988414679,6.78436401333333,6.39287944133333,6.45257960633333,6.74913532433333,6.24638201733333,6.02883260333333,7.60842971533333,7.13288891566667,6.96857232566667,6.64471004266667,6.76633923266667,6.691491042
"MYO1C",9.170321989,9.429815536,8.8722413805,9.2376255705,8.512919132,8.7455842885,8.504831412,8.603949332,9.061684829,8.93131902,8.54287896,8.472206292,8.18012553,8.4469838505,8.4923848565,8.58850682,7.1792736715,7.2010025595
"MYO1D",4.692300061,4.912743426,6.204415013,7.378180586,3.519148378,3.976720833,5.202509741,5.702796093,6.188598194,5.717472426,3.980081726,4.247217873,5.530598724,6.205382305,3.612670804,3.934521682,3.504795903,3.571929629
"MYO1E",9.448977469,9.661630607,8.478362524,9.334240955,6.001669012,5.834201993,5.972572125,5.623598644,5.408512417,5.16432998,5.081449279,4.417375526,6.295944222,5.945720993,6.20696261,6.468328704,5.170698904,4.583282834
"MYO1F",4.553463069,5.072383587,4.568142899,4.429142567,4.532695279,4.674168249,4.31204571,4.505039685,4.56696102,4.327642423,4.35185735,4.012849158,4.685220826,4.566102671,4.75486318,4.283633979,4.624644319,4.83464949
"MYO3A",3.554684696,3.415796514,3.688534058,3.663997676,3.375120728,3.394322783,3.341822297,3.29919113,3.814407806,3.574055509,3.710140986,3.772785334,3.364243997,3.802557227,3.266102469,3.429708379,3.740111296,3.495287862
"MYO5A",7.659675327,7.771960634,7.92359025,8.148251857,6.987697165,6.805379542,6.698006026,6.541818319,6.521862619,6.345353641,7.103991735,6.985486655,8.121068039,8.217703439,5.495488023,5.71371611,6.633399273,6.529739185
"MYO5C",8.502281697,9.332935334,8.209338409,8.913908541,5.338309466,5.596349787,4.435081692,4.577490137,5.899569989,6.160124099,4.444877752,4.924064271,8.522268021,8.68008634,7.047583871,7.403635863,4.363510065,4.191390354
"MYO6",6.71625634,7.082158239,7.94039931633333,8.800526741,7.48591229833333,7.374822768,7.87272022366667,7.97804416866667,6.20417257133333,6.487430951,6.104476371,5.92511046966667,8.14289061366667,8.50987417466667,5.78240837433333,6.10181721533333,6.22052133166667,6.4038044
"MYO7A",4.2513204035,4.15763923825,3.991216254,4.931297237,3.950197657,3.96247005125,4.13893877525,4.08962083775,4.0409776635,3.931295801,4.43079217225,4.73188792425,4.102688122,3.99816605275,4.12831384775,4.27143021625,3.96123624175,4.18077755625
"MYO9A",7.168964378,7.141890959,6.560185362,7.14452764,6.342434741,6.487930312,6.790951926,6.502306167,6.330537356,6.328034875,6.571080707,6.439821657,6.429570226,6.612987421,6.239896532,6.655993675,6.771941246,7.02726105
"MYO9B",5.25730555066667,5.421586761,5.32112375666667,4.995641265,5.12698562233333,5.62884197333333,5.69907442466667,6.08169320533333,5.516454227,5.361740491,5.57373106766667,5.73037525733333,5.161819556,5.29152874866667,5.06298335333333,4.88641727666667,5.53380896533333,5.65809116466667
"MYOC",4.165739521,4.346730362,4.241590122,4.496431097,4.172744614,3.958330682,4.325967928,4.279069341,4.567178371,4.424969458,4.705259673,4.676869262,4.377430656,4.181216254,4.713526976,4.506986672,4.325010115,4.39069027
"MYOD1",4.358529503,4.145599522,4.452388701,4.125218427,4.349850696,4.034862229,4.22774903,4.17758274,4.711903402,4.388446864,4.228062757,4.806530271,3.765650965,4.325626053,4.434831231,4.680492672,4.734981051,4.469498852
"MYOF",8.83253145566667,8.82930908233333,9.25613111166667,9.82609098833333,8.274959017,8.150475098,8.40210853966667,8.00687925866667,8.60951136933333,8.795765638,7.45165820533333,7.96864779966667,8.95861650466667,9.06931285033333,9.436663024,9.31892812633333,5.87961997166667,5.695683617
"MYOG",3.886879696,4.156924822,3.845907104,3.902042965,3.910997914,4.000908606,3.8728953,3.700392477,3.796519279,3.656357556,3.653850826,3.852608679,3.849045065,3.548015005,4.065777528,3.935899376,3.799893915,4.102964693
"MYOM1",3.825126715,3.866078088,4.097973926,4.077475493,4.141409765,4.309261677,4.395402392,3.735790144,3.931326633,4.345582875,3.845059348,4.356979426,3.871241328,4.012642323,3.796011341,4.162881235,4.271165532,4.166811405
"MYOM2",4.447097813,4.699830669,3.664211859,3.667021356,3.885537113,3.760428909,3.950701895,3.718624571,3.811598814,3.89546839,3.984887975,4.294458198,4.500974474,4.01025698,4.113171311,4.338053048,4.031950493,4.309793523
"MYOT",3.672714007,3.676618388,3.516807237,3.690885024,3.440027,3.49573292,3.234987433,3.461846444,3.401539484,3.383863979,3.433974041,3.481006868,3.794463065,3.763543449,3.565069908,3.653783763,3.602326497,3.431540192
"MYOZ1",4.153025316,4.749963391,3.90610097,4.176881283,3.912209767,3.954281674,4.130188219,4.183041649,3.96259069,4.244961802,3.762458817,4.11381621,3.94733561,4.049223438,4.249865301,4.205259555,3.792927602,3.870455033
"MYOZ2",3.435733818,3.869916516,3.76184772933333,3.65520688333333,3.446736984,3.41684883233333,3.73321329766667,3.72200075833333,3.58877931433333,3.66160711133333,3.87276790933333,3.913745137,3.75178182033333,3.69020019733333,3.63280656833333,3.406703094,3.56753335466667,3.568934885
"MYOZ3",4.621436592,4.077452449,4.296108267,3.666614023,4.648431429,4.340699944,4.602557376,4.467578175,4.475690038,4.549120851,4.469326067,4.283451879,4.104931795,4.052622907,4.6957424,4.68490441,4.205040145,4.413275194
"MYRF",6.0562431315,6.301896572,4.0005183085,4.318156131,5.3622455045,5.489156639,4.9168325425,4.9467776945,6.6588435535,6.5921710925,4.316279615,4.1603430375,4.190353572,3.9480848085,3.9368201585,4.1828939725,4.1754488705,4.220638326
"MYRIP",3.496343878,3.474015932,3.778506209,3.711435741,3.532536863,3.53053107,3.56329783,3.681611949,4.097433444,4.412830716,3.572562127,3.785402192,3.611997057,3.636409416,3.765478542,3.781536699,3.876661851,3.651732927
"MYT1",4.163403206,4.1612712425,4.308519065,4.149575197,4.3674587315,4.232037974,4.110880961,4.164994197,4.35255202,4.1139526505,4.311254446,4.4117895845,4.5260915115,4.601895864,4.27438248,4.213166342,4.407639202,4.547779938
"MYT1L",3.443210339,3.4931117155,3.727725712,3.510662066,3.5119437205,3.42994821,3.5840166955,3.536231343,3.7776909385,3.711035637,3.6892176485,3.725143485,3.6737161765,3.524960875,3.5334016395,3.507907715,3.537124806,3.6797124945
"MZB1",4.78102604,4.629666992,4.20348116,4.003412011,4.358596738,4.146114346,4.358540012,4.383958723,4.202844177,4.319441166,4.070780934,4.376118749,4.273732804,4.759169606,4.408518958,4.218906132,4.072600483,4.308524576
"MZF1",6.2716694765,6.53411288675,5.448287484,5.821802969,4.70066819775,5.00135100425,5.1217698825,5.361066376,5.88115662725,6.06873849325,5.04563763525,5.42149843275,5.3312924915,5.73370151175,5.62019333425,5.73043099425,5.1384904445,5.595010331
"MZT2A",10.35250082,10.57811485,9.759460122,9.685293873,9.806152251,9.446554203,10.01638726,10.05487162,10.60849151,10.2038675,9.859474363,9.78568901,9.886387235,9.925792593,10.36270785,10.68315993,10.78063744,10.84761515
"MZT2B",10.37131899,10.48854987,10.03745534,9.77966271,9.675974415,9.443853431,10.22562906,10.22779997,10.45159427,10.07414888,10.06809708,9.739637883,9.914973683,9.848686568,10.44872002,10.68425482,10.57755914,10.67717768
"N4BP1",6.45152445425,6.56195204,6.53011854925,6.734762036,6.72109961275,6.9034037225,6.648446388,6.5927132295,6.70446413,6.7429775735,6.722553828,6.75515026325,7.0921912015,7.7116462955,6.37245581875,6.26184947775,6.54658101425,6.65534001225
"N4BP2L1",4.05596503,4.137781135,4.08504709966667,4.06008958766667,4.14570339033333,4.15024296566667,4.10363941433333,4.092149724,3.90881343066667,3.871398144,4.06781051133333,4.034378498,3.71301338366667,4.09505461766667,3.84691373766667,4.114803559,3.92005469233333,4.03570067233333
"N4BP2L2",5.643165949,5.8487324765,5.9559048005,5.96468439825,6.58945278325,6.71677623875,6.284668439,6.38912958125,5.76212786775,6.18719475125,6.2518529935,6.69178948925,6.00347260425,6.455309401,5.7335546545,5.97865246675,6.5170070875,6.75431552825
"N4BP3",4.135494709,4.059481615,3.681965779,4.077433256,3.829405868,4.099609551,3.699090449,3.94064333,4.181841964,3.921708534,4.118601225,4.97831515,4.070697629,4.16621343,4.180016506,3.721297549,3.920749193,4.066993929
"N6AMT1",6.84747667,5.992543956,7.288438369,6.286952122,7.423028932,7.18071797,5.950828847,5.585140162,6.981415134,7.010796318,7.245628882,7.16675218,7.533592915,6.577278533,6.720655644,6.275224846,7.831328538,7.584329039
"NAA10",9.084742225,8.805768601,7.969658082,6.881855568,8.849240835,8.555814151,8.103372945,8.399616992,8.325284182,8.036160903,9.275506196,9.268677654,8.535200474,7.858153387,9.387700643,9.353677304,9.370806198,8.803759157
"NAA11",4.401172847,4.159174479,4.132079642,4.021598476,3.904938694,3.948874251,4.068600945,3.938531972,3.880643476,4.048217713,4.07375068,4.086626976,4.125352227,3.873266221,3.724466164,4.004081929,3.736317169,4.007409972
"NAA15",9.328610013,8.540254973,9.622713914,8.190940844,9.474412441,8.722770759,8.564996453,8.369716437,9.339277302,9.177446926,9.811560809,9.215953311,9.375716664,8.602129493,9.580519894,9.43103041,9.539423878,9.056658019
"NAA16",7.721336323,7.362955943,6.969341421,6.747807281,7.203431176,7.162065823,7.031954495,7.03657226,7.20048688,7.445164178,7.482562014,7.162434496,8.033941581,7.535240163,7.650467535,7.672450588,8.135135308,7.821166332
"NAA35",8.0828399805,7.7909251625,7.2504314655,7.257393476,7.739132073,7.6753985235,7.099216709,6.809043749,7.812357548,7.674611355,8.0574273885,7.8213475475,8.087910471,7.892792583,8.176765353,7.934234582,7.677504596,7.562542572
"NAA40",7.302731382,7.3287178325,7.63108728,7.273243491,7.046388879,6.586157757,7.0206457835,6.9587509655,7.170918769,7.1125172745,7.028261255,6.884313051,7.4010202675,6.9619617475,6.7975190635,6.6899263335,8.586426609,8.52648647
"NAA50",7.4393231335,7.220555684,7.295586907,7.0423306915,7.4472103585,7.3810587015,7.340623567,7.082781792,7.3275913785,7.551639084,7.9524814005,7.950731248,7.4462055765,7.3249373525,7.709091762,7.787130237,7.237718962,7.161293847
"NAA60",7.819571652,7.8492632335,6.7128258095,7.045030607,6.771601584,6.6078846455,6.70238781,6.9533891725,7.867264537,7.902990477,6.5872394405,6.775024416,7.2642097445,8.107360099,7.589690852,7.347059099,6.9587194295,6.7248673065
"NAA80",5.2120884135,5.844863562,5.529145504,5.937900081,4.350774767,4.1323099055,5.1470039885,5.4131328395,4.3993256875,4.1526270735,4.504453214,4.5379607595,4.3155415255,4.5510056365,5.0759803485,5.719291675,4.7703925475,4.75190222
"NAAA",7.128803397,6.977776509,6.467705277,6.601643667,5.900340561,5.624719448,6.252120709,6.017134374,7.153715449,6.827027231,6.738807193,5.601840872,6.443240529,6.148101931,5.752643867,5.637181202,4.563589596,3.854567679
"NAALAD2",3.910836381,3.638786733,3.655019816,3.72918569,3.823239527,3.773683102,3.646337435,3.647311504,4.143814778,4.062927851,3.7706865,3.790904563,3.715736793,3.924067151,3.627673267,3.774433913,3.677988677,3.7109657
"NAALADL1",3.669384298,4.063291416,3.767501268,3.733187328,3.506987592,3.83694993,3.701679619,4.009969407,4.507292803,3.71639001,3.614792039,3.957778913,3.650922075,3.823622103,3.824266975,3.700193037,4.063131991,3.973850295
"NAB1",6.394271684,6.49619398166667,7.909387914,8.04474440633333,8.21011925,7.54473823133333,7.19106106866667,6.89350667266667,6.617121571,7.06795258366667,7.777744664,7.37363298866667,6.608914136,6.42212862633333,6.41670625733333,6.21910164866667,6.68073375333333,6.67099038033333
"NAB2",4.9594491375,5.4841856985,4.910418025,5.2025619315,5.5552066595,5.8605444765,5.978767641,6.238322934,5.304977658,5.2631593755,7.573373376,7.326546,5.6048810345,5.276000252,5.3442670535,5.663643755,8.134307872,7.7099072975
"NABP1",3.921534188,3.996220266,3.918658531,4.340292916,4.642451681,5.001226904,4.24190326,3.952227528,4.269050905,5.23230441,3.914739444,4.401382269,4.226592805,4.280001638,4.33439305,4.108974984,4.147294568,3.923785745
"NABP2",8.144173557,8.255956147,6.868263693,6.17409015,6.980209761,7.325093662,7.773813805,7.906891607,7.731332907,7.321749297,7.784450181,7.655549837,8.0218255,7.7973318,7.964488199,8.2269931,8.290915415,8.314840678
"NACA",10.5739041293333,10.500470041,10.0492417773333,9.864634621,10.290104583,10.511864728,10.4919892903333,10.5561164023333,10.7427503286667,10.640541542,10.805051062,10.9608257826667,10.5134520173333,10.5036368383333,10.7678153096667,10.8422784573333,10.450566774,10.5201812973333
"NACA2",4.016781504,3.998922999,4.297650269,4.251424124,3.776295622,3.996539121,4.070965989,3.996594203,4.063108859,4.029468356,4.846281562,4.368293447,4.113948308,4.326492877,4.482993618,3.950542197,4.493470245,4.313477775
"NACA4P",9.697374421,9.726174411,9.480971142,9.471379077,9.624090336,9.741095183,9.61755857,9.728965924,9.791326801,10.03123467,9.824869238,10.01621134,9.925724288,9.81557016,9.736467413,9.864441888,9.663272277,9.722347404
"NACAD",4.294835918,4.201513983,4.179312243,3.702903029,3.844180192,3.998134999,5.61986687,5.382075432,4.907147147,4.514848264,4.327418465,4.606210991,3.916551813,3.927517378,4.324535562,4.261721592,5.271182183,5.685076344
"NACC2",8.565627707,8.26427551,8.553894244,8.669279872,8.165983904,8.40970911,8.171551764,8.009064935,9.35777324,8.996294503,7.387376223,6.848293303,8.27377135,8.668594222,8.67451617,8.731258012,7.994330753,7.700273992
"NADK",6.4865757254,6.37926054,6.2955460448,6.7749533632,6.5285577162,6.443438339,6.695449564,6.7259524768,5.9718822742,5.831558528,6.7669961518,6.927402073,7.098966266,7.7683807856,6.6006545172,6.6093980782,7.5217457742,7.4458685366
"NADSYN1",7.226826189,8.09323954,5.669105306,6.250415854,6.472432356,6.85200283,5.44816664,6.169220661,7.118426914,6.842811304,6.305533662,6.6282767,6.221886882,7.090711116,6.480727867,6.636931182,6.294926307,6.589447518
"NAE1",10.61768802,10.41140932,10.90530123,10.06447403,10.78392421,10.89603736,10.00001267,9.851311843,10.29964104,10.57332463,11.00134219,11.09662949,10.87247778,10.49350608,11.46397708,11.56336902,10.50055842,10.53678599
"NAGA",6.784067793,6.828692958,7.2598696075,7.2840310895,7.7989590135,7.7418818425,7.826294898,7.571779607,4.8241251235,4.7441351255,7.1339136635,6.7591414965,6.9935158625,7.13059467,7.7988633985,7.652966075,7.5151268005,7.791535881
"NAGK",8.794045393,9.170848638,8.124821494,8.625046072,8.850883053,8.524213213,8.62229473,8.75577829,8.187040055,8.539708015,8.396535296,8.59364929,9.05223018,9.804297212,7.225617258,7.733260887,8.839020137,9.101153855
"NAGLU",5.2413931715,5.7909106255,5.122408845,5.316912839,4.7398010755,5.02373246,5.4463566655,5.591372412,5.122984179,5.500071946,4.342573345,4.799867245,4.720029186,5.1260123155,4.777375395,5.4280095305,5.0750936325,5.1920512935
"NAGPA",6.80388435,6.857922018,6.402811584,7.011281162,5.8177567,6.0399018,6.796437178,6.890048067,6.440917705,6.700070087,5.964349208,6.656024474,6.303437739,7.005951401,7.363066709,7.54495685,6.770366873,7.049449791
"NAIP",4.1372837815,4.266380382,4.1594961265,4.490815401,4.0310141045,4.216699709,4.399421873,4.7199412075,4.05624142,4.0578103115,4.356119891,4.062190502,4.1770049665,3.9222695725,4.8030569065,4.985497681,5.198521825,6.078392806
"NAMPT",9.973929136,10.26777831,8.799263156,9.558632409,9.116312752,9.942037052,11.46123495,11.72966122,9.679113486,10.78888393,7.6905602,8.114551753,7.661457619,8.372097013,10.98861712,11.22784982,7.033088797,7.122693147
"NAMPTP1",10.85618838,11.04573005,9.554417435,10.29063441,9.898797816,10.77330939,11.64560534,12.01443085,10.78379573,11.85760462,9.067095977,9.535253996,8.371886657,9.046344912,11.63756809,11.73461116,8.455870718,8.450498048
"NANOGP8",3.774299943,3.486302018,3.792594721,3.99608228,3.768420589,3.762047523,3.706759169,3.546813788,4.057192955,3.619984109,3.678742701,3.594702503,3.317773237,3.998312396,3.892393952,3.873256188,3.770394493,3.740163123
"NANS",9.587899367,9.933564334,8.951464813,9.091134118,9.532779988,9.482369865,9.360188478,9.212022463,10.15218545,9.996401134,9.62648742,9.274657869,10.09431158,10.36000452,9.760998069,9.64959117,9.760605694,9.349486338
"NAP1L1",11.441677338,11.379317064,10.8750974,10.7042966386,11.17739625,11.301249818,11.253980092,11.379704954,11.412277366,11.359802572,11.532487784,11.588640966,10.5098347888,9.8999378886,11.70901164,11.6384869,10.9982873622,11.10751663
"NAP1L2",6.343077633,5.876101348,5.473150282,5.707003204,4.578465115,4.248365119,4.776441131,4.289826883,3.394611255,3.617050489,6.967229241,7.429698784,4.785041436,4.388955154,6.913935836,6.838745518,6.048758536,6.385739782
"NAP1L3",3.725839382,3.356120824,3.6218591,5.005423521,4.12041162,3.713845882,7.739877098,7.348268478,3.531835982,3.396880813,3.960983463,4.194511761,3.537939674,3.473269862,4.644646584,4.67596747,5.242626482,5.398603194
"NAP1L4",9.373031464,9.089986225,9.014711028,8.419631962,9.005559726,8.921465459,8.565268171,8.344216683,9.104768309,8.768302903,8.690527554,8.271119021,8.56844182,8.460897593,8.84319396,8.800249326,9.257986539,9.142687595
"NAPA",8.464337198,8.899769683,7.3777758985,8.224116359,7.260477711,7.348584462,7.435411549,7.898887548,8.155240331,8.636238388,7.294964741,7.581859,7.346323315,7.823700583,7.4417359855,7.5996315265,7.0579987375,7.607542807
"NAPG",6.388495101,5.806074878,5.929057463,6.342556711,8.550052355,8.01346085,6.498283808,6.474226569,6.547591723,6.92851472,7.093635822,7.030903387,7.829606608,7.505510894,6.713438913,6.361326565,7.559465685,7.044695765
"NARF",9.222244555,8.926755576,8.922141545,9.41272593,8.609919596,8.618448334,9.066410563,9.146322154,7.186106946,6.855820445,8.08523263,7.82818724,7.950284865,8.644097459,8.490585653,8.347406023,10.23920903,10.14361136
"NARS",11.18007532,11.23983364,11.70457168,11.89601394,10.42621454,10.52924695,10.81596592,11.27223889,11.25060135,11.39351213,11.1371998,11.62618359,10.33921365,10.73791012,11.34112132,11.30048784,11.27755162,11.14235249
"NARS2",8.717057135,8.375501362,9.388453257,8.86854429,7.934419798,7.616522986,7.34829419,6.70531721,8.200747711,8.182537135,7.798642187,7.728710894,8.319535386,7.878621905,8.464814435,8.441405588,8.565200361,8.658197581
"NASP",8.3509328265,8.081434564,8.300787297,6.850810939,7.808215829,7.5942560315,7.1894374945,7.189399022,8.4865511585,8.1181765225,8.7646482205,8.0006790605,6.8974101465,6.4018492245,8.4282712775,8.3645047265,9.140114157,8.9407978355
"NAT1",7.287169589,7.261974881,6.329925251,7.854671483,5.476248109,4.959613528,6.15684365,5.78918051,4.326623669,4.34971008,5.9332517,4.773059602,7.84773901,8.965953181,6.375369738,6.199569723,4.522932936,4.231427663
"NAT10",8.810160348,8.196799089,8.126027228,7.067886633,8.483903077,8.547015926,7.345273713,7.114396242,8.630953838,8.149763016,8.190004696,7.830075669,7.981282795,6.966287498,8.829322292,8.564700043,9.510332356,9.174839383
"NAT2",3.886366293,3.846792001,3.657152948,3.601407049,3.934609935,3.653335195,3.990879361,3.78416645,3.764228638,3.857966968,3.756248184,4.111141457,3.722060103,4.088383865,3.877417854,3.721742154,3.785878278,4.1982013
"NAT8",3.766833907,3.908022371,4.1354721965,3.7282398625,3.725699472,3.776453942,3.7881053295,3.6357626665,3.644773821,3.7696183775,3.9508910265,3.814063283,4.048547401,3.8642979625,3.982762485,3.646605774,3.928492285,3.839426218
"NAT8B",3.59775809,3.886611382,3.534925693,3.455137127,3.647794066,3.750334816,3.493866952,3.743274977,3.494218701,3.569797784,3.458476924,3.531670843,3.607922326,3.509245177,3.500930661,3.44580359,3.609109356,3.548327814
"NAT9",7.612063847,7.296819,7.119737694,7.594765124,7.299071775,7.590816627,7.800840415,7.850888017,7.336505964,7.092755085,7.42610965,7.444932033,6.856822848,6.252871455,7.123069272,7.388944503,8.353996451,8.400023243
